ID,title,volume,DOI
846,Elastic energy absorption of origami-based corrugations,5B-2017,10.1115/DETC2017-67081
847,A framework for energy-based kinetostatic modeling of compliant mechanisms,5A-2017,10.1115/DETC2017-68205
848,Kinematics and discretization of curved-fold mechanisms,5B-2017,10.1115/DETC2017-67439
849,Split-vertex technique for thickness-accommodation in origami-based mechanisms,5B-2017,10.1115/DETC2017-68018
850,Engineering radical polymer electrodes for electrochemical energy storage,352,10.1016/j.jpowsour.2017.03.077
851,"Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures",246,10.1016/j.snb.2017.02.037
852,Automatic model calibration for drilling automation,,10.2118/185926-ms
853,Optofluidic bioanalysis: Fundamentals and applications,6,10.1515/nanoph-2016-0156
854,Acoustic shock formation in noise propagation during ground run-up operations of military aircraft,,10.2514/6.2017-4043
855,Level-educed wavepacket representation of Mach 1.8 laboratory-scale jet noise,,10.2514/6.2017-4049
856,Beamforming-based wavepacket model for noise environment predictions of tactical aircraft,,10.2514/6.2017-4048
857,Characterization of supersonic laboratory-scale jet noise with vector acoustic intensity,,10.2514/6.2017-3519
858,Preliminary investigation of multilobe fighter jet noise sources using acoustical holography,,10.2514/6.2017-3520
859,Effect of the turbulence modeling in large-eddy simulations of nonpremixed flames undergoing extinction and reignition,,10.2514/6.2017-0604
860,Exploration of carbon-filled carbon nanotube vascular stents,45,10.1007/978-3-319-45387-3_10
861,Effect of leader placement on robotic swarm control,3,
862,Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,,10.1061/9780784480465.007
863,Isogeometric design and analysis,82,10.1016/j.cad.2016.11.002
864,A comprehensive model of single particle pulverized coal combustion extended to oxy-coal conditions,2017-April,10.1021/acs.energyfuels.6b03387
865,Predicting Lap Shear Strength for Friction Stir Scribe Joining of Dissimilar Materials,,10.1007/978-3-319-52383-5_25
866,High-Speed FSW Aluminum Alloy 7075 Microstructure and Corrosion Properties,,10.1007/978-3-319-52383-5_14
867,Towards a universal social impact metric for engineered products that alleviate poverty,2B-2017,10.1115/DETC201767584
868,Waves of destruction in the East Indies: The Wichmann catalogue of earthquakes and tsunami in the Indonesian region from 1538 to 1877,441,10.1144/SP441.2
869,The scaled SLW model of gas radiation in non-uniform media,,10.1615/ichmt.2017.cht-7.370
870,Near-to-eye electroholography via guided-wave acousto-optics for augmented reality,10127,10.1117/12.2250582
871,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,,10.1061/9780784480458.053
872,Optimal Distributed Control for Platooning via Sparse Coprime Factorizations,62,10.1109/TAC.2016.2572002
873,Highly compressible origami bellows for microgravity drilling-debris containment,,10.2514/6.2017-5341
874,Interspecific hybridization for upland cotton improvement,,10.1201/9781315369259
875,Thermophysical properties of thin fibers via photothermal quantum dot fluorescence spectral shape-based thermometry,112,10.1016/j.ijheatmasstransfer.2017.05.046
876,"Formability of magnesium alloy AZ31B from room temperature to 125, °C under biaxial tension",Part F8,10.1007/978-3-319-52392-7_91
877,A summary of data-aided equalizer experiments at edwards AFB,,
878,Joining Dissimilar Material Using Friction Stir Scribe Technique,,10.1007/978-3-319-52383-5_16
879,A minimal realization technique for the dynamical structure function of a class of LTI systems,4,10.1109/TCNS.2015.2498468
880,Dryland agriculture in north america,,10.1007/978-3-319-47928-6_15
